Lat,Lon
-6.056,37.4673
-6.1065,35.6442
-6.1065,35.6948
-6.1065,35.7455
-6.1065,35.7961
-6.1065,35.8468
-6.1065,35.8974
-6.1065,35.948
-6.1065,35.9987
-6.1065,36.0493
-6.1065,36.1
-6.1065,36.1506
-6.1065,36.2012
-6.1065,36.2519
-6.1065,36.3025
-6.1065,36.3532
-6.1065,36.4038
-6.1065,36.4545
-6.1065,36.5051
-6.1065,36.5557
-6.1065,36.6064
-6.1065,36.657
-6.1065,36.7077
-6.1065,36.7583
-6.1065,36.8089
-6.1065,36.8596
-6.1065,36.9102
-6.1065,36.9609
-6.1065,37.0115
-6.1065,37.0621
-6.1065,37.1128
-6.1065,37.1634
-6.1065,37.2141
-6.1065,37.2647
-6.1065,37.3154
-6.1065,37.366
-6.1065,37.4166
-6.1065,37.4673
-6.1065,37.5179
-6.157,35.6442
-6.157,35.6948
-6.157,35.7455
-6.157,35.7961
-6.157,35.8468
-6.157,35.8974
-6.157,35.948
-6.157,35.9987
-6.157,36.0493
-6.157,36.1
-6.157,36.1506
-6.157,36.2012
-6.157,36.2519
-6.157,36.3025
-6.157,36.3532
-6.157,36.4038
-6.157,36.4545
-6.157,36.5051
-6.157,36.5557
-6.157,36.6064
-6.157,36.657
-6.157,36.7077
-6.157,36.7583
-6.157,36.8089
-6.157,36.8596
-6.157,36.9102
-6.157,36.9609
-6.157,37.0115
-6.157,37.0621
-6.157,37.1128
-6.157,37.1634
-6.157,37.2141
-6.157,37.2647
-6.157,37.3154
-6.157,37.366
-6.157,37.4166
-6.157,37.4673
-6.2076,35.6948
-6.2076,35.7455
-6.2076,35.7961
-6.2076,35.8468
-6.2076,35.8974
-6.2076,35.948
-6.2076,35.9987
-6.2076,36.0493
-6.2076,36.1
-6.2076,36.1506
-6.2076,36.2012
-6.2076,36.2519
-6.2076,36.3025
-6.2076,36.3532
-6.2076,36.4038
-6.2076,36.4545
-6.2076,36.5051
-6.2076,36.5557
-6.2076,36.6064
-6.2076,36.657
-6.2076,36.7077
-6.2076,36.7583
-6.2076,36.8089
-6.2076,36.8596
-6.2076,36.9102
-6.2076,36.9609
-6.2076,37.0115
-6.2076,37.0621
-6.2076,37.1128
-6.2076,37.1634
-6.2076,37.2141
-6.2076,37.2647
-6.2076,37.3154
-6.2076,37.366
-6.2076,37.4166
-6.2076,37.4673
-6.2581,35.7455
-6.2581,35.7961
-6.2581,35.8468
-6.2581,35.8974
-6.2581,35.948
-6.2581,35.9987
-6.2581,36.0493
-6.2581,36.1
-6.2581,36.1506
-6.2581,36.2012
-6.2581,36.2519
-6.2581,36.3025
-6.2581,36.3532
-6.2581,36.4038
-6.2581,36.4545
-6.2581,36.5051
-6.2581,36.5557
-6.2581,36.6064
-6.2581,36.657
-6.2581,36.7077
-6.2581,36.7583
-6.2581,36.8089
-6.2581,36.8596
-6.2581,36.9102
-6.2581,36.9609
-6.2581,37.0115
-6.2581,37.0621
-6.2581,37.1128
-6.2581,37.1634
-6.2581,37.2141
-6.2581,37.2647
-6.2581,37.3154
-6.2581,37.366
-6.2581,37.4166
-6.3086,35.8974
-6.3086,35.948
-6.3086,35.9987
-6.3086,36.0493
-6.3086,36.1
-6.3086,36.1506
-6.3086,36.2012
-6.3086,36.2519
-6.3086,36.3025
-6.3086,36.3532
-6.3086,36.4038
-6.3086,36.4545
-6.3086,36.5051
-6.3086,36.5557
-6.3086,36.6064
-6.3086,36.657
-6.3086,36.7077
-6.3086,36.7583
-6.3086,36.8089
-6.3086,36.8596
-6.3086,36.9102
-6.3086,36.9609
-6.3086,37.0115
-6.3086,37.0621
-6.3086,37.1128
-6.3086,37.1634
-6.3086,37.2141
-6.3086,37.2647
-6.3086,37.3154
-6.3086,37.366
-6.3086,37.4166
-6.3592,35.948
-6.3592,35.9987
-6.3592,36.0493
-6.3592,36.1
-6.3592,36.1506
-6.3592,36.2012
-6.3592,36.2519
-6.3592,36.3025
-6.3592,36.3532
-6.3592,36.4038
-6.3592,36.4545
-6.3592,36.5051
-6.3592,36.5557
-6.3592,36.6064
-6.3592,36.657
-6.3592,36.7077
-6.3592,36.7583
-6.3592,36.8089
-6.3592,36.8596
-6.3592,36.9102
-6.3592,36.9609
-6.3592,37.0115
-6.3592,37.0621
-6.3592,37.1128
-6.3592,37.1634
-6.3592,37.2141
-6.3592,37.2647
-6.3592,37.3154
-6.3592,37.366
-6.3592,37.4166
-6.4097,35.948
-6.4097,35.9987
-6.4097,36.0493
-6.4097,36.1
-6.4097,36.1506
-6.4097,36.2012
-6.4097,36.2519
-6.4097,36.3025
-6.4097,36.3532
-6.4097,36.4038
-6.4097,36.4545
-6.4097,36.5051
-6.4097,36.5557
-6.4097,36.6064
-6.4097,36.657
-6.4097,36.7077
-6.4097,36.7583
-6.4097,36.8089
-6.4097,36.8596
-6.4097,36.9102
-6.4097,36.9609
-6.4097,37.0115
-6.4097,37.0621
-6.4097,37.1128
-6.4097,37.1634
-6.4097,37.2141
-6.4097,37.2647
-6.4097,37.3154
-6.4097,37.366
-6.4097,37.4166
-6.4097,37.4673
-6.4602,35.948
-6.4602,35.9987
-6.4602,36.0493
-6.4602,36.1
-6.4602,36.1506
-6.4602,36.2012
-6.4602,36.2519
-6.4602,36.3025
-6.4602,36.3532
-6.4602,36.4038
-6.4602,36.4545
-6.4602,36.5051
-6.4602,36.5557
-6.4602,36.6064
-6.4602,36.657
-6.4602,36.7077
-6.4602,36.7583
-6.4602,36.8089
-6.4602,36.8596
-6.4602,36.9102
-6.4602,36.9609
-6.4602,37.0115
-6.4602,37.0621
-6.4602,37.1128
-6.4602,37.1634
-6.4602,37.2141
-6.4602,37.2647
-6.4602,37.3154
-6.4602,37.366
-6.4602,37.4166
-6.4602,37.4673
-6.4602,37.5179
-6.4602,37.5686
-6.5107,35.948
-6.5107,35.9987
-6.5107,36.0493
-6.5107,36.1
-6.5107,36.1506
-6.5107,36.2012
-6.5107,36.2519
-6.5107,36.3025
-6.5107,36.3532
-6.5107,36.4038
-6.5107,36.4545
-6.5107,36.5051
-6.5107,36.5557
-6.5107,36.6064
-6.5107,36.657
-6.5107,36.7077
-6.5107,36.7583
-6.5107,36.8089
-6.5107,36.8596
-6.5107,36.9102
-6.5107,36.9609
-6.5107,37.0115
-6.5107,37.0621
-6.5107,37.1128
-6.5107,37.1634
-6.5107,37.2141
-6.5107,37.2647
-6.5107,37.3154
-6.5107,37.366
-6.5107,37.4166
-6.5107,37.4673
-6.5107,37.5179
-6.5107,37.5686
-6.5613,36.1
-6.5613,36.1506
-6.5613,36.2012
-6.5613,36.2519
-6.5613,36.3025
-6.5613,36.3532
-6.5613,36.4038
-6.5613,36.4545
-6.5613,36.5051
-6.5613,36.5557
-6.5613,36.6064
-6.5613,36.657
-6.5613,36.7077
-6.5613,36.7583
-6.5613,36.8089
-6.5613,36.8596
-6.5613,36.9102
-6.5613,36.9609
-6.5613,37.0115
-6.5613,37.0621
-6.5613,37.1128
-6.5613,37.1634
-6.5613,37.2141
-6.5613,37.2647
-6.5613,37.3154
-6.5613,37.366
-6.5613,37.4166
-6.5613,37.4673
-6.5613,37.5179
-6.5613,37.5686
-6.5958,36.3442
-6.6118,36.3025
-6.6118,36.3532
-6.6118,36.4038
-6.6118,36.4545
-6.6118,36.5051
-6.6118,36.5557
-6.6118,36.6064
-6.6118,36.657
-6.6118,36.7077
-6.6118,36.7583
-6.6118,36.8089
-6.6118,36.8596
-6.6118,36.9102
-6.6118,36.9609
-6.6118,37.0115
-6.6118,37.0621
-6.6118,37.1128
-6.6118,37.1634
-6.6118,37.2141
-6.6118,37.2647
-6.6118,37.3154
-6.6118,37.366
-6.6118,37.4166
-6.6118,37.4673
-6.6118,37.5179
-6.6118,37.5686
-6.6458,36.2942
-6.6458,36.3442
-6.6623,36.3025
-6.6623,36.3532
-6.6623,36.4038
-6.6623,36.4545
-6.6623,36.5051
-6.6623,36.5557
-6.6623,36.6064
-6.6623,36.657
-6.6623,36.7077
-6.6623,36.7583
-6.6623,36.8089
-6.6623,36.8596
-6.6623,36.9102
-6.6623,36.9609
-6.6623,37.0115
-6.6623,37.0621
-6.6623,37.1128
-6.6623,37.1634
-6.6623,37.2141
-6.6623,37.2647
-6.6623,37.3154
-6.6623,37.366
-6.6623,37.4166
-6.6623,37.4673
-6.6623,37.5179
-6.6623,37.5686
-6.7129,36.3025
-6.7129,36.3532
-6.7129,36.4038
-6.7129,36.4545
-6.7129,36.5051
-6.7129,36.5557
-6.7129,36.6064
-6.7129,36.657
-6.7129,36.7077
-6.7129,36.7583
-6.7129,36.8089
-6.7129,36.8596
-6.7129,36.9102
-6.7129,36.9609
-6.7129,37.0115
-6.7129,37.0621
-6.7129,37.1128
-6.7129,37.1634
-6.7129,37.2141
-6.7129,37.2647
-6.7129,37.3154
-6.7129,37.366
-6.7129,37.4166
-6.7129,37.4673
-6.7129,37.5179
-6.7129,37.5686
-6.7129,37.6192
-6.7634,36.3532
-6.7634,36.4038
-6.7634,36.4545
-6.7634,36.5051
-6.7634,36.5557
-6.7634,36.6064
-6.7634,36.657
-6.7634,36.7077
-6.7634,36.7583
-6.7634,36.8089
-6.7634,36.8596
-6.7634,36.9102
-6.7634,36.9609
-6.7634,37.0115
-6.7634,37.0621
-6.7634,37.1128
-6.7634,37.1634
-6.7634,37.2141
-6.7634,37.2647
-6.7634,37.3154
-6.7634,37.366
-6.7634,37.4166
-6.7634,37.4673
-6.7634,37.5179
-6.7634,37.5686
-6.7634,37.6192
-6.8139,36.3532
-6.8139,36.4038
-6.8139,36.4545
-6.8139,36.5051
-6.8139,36.5557
-6.8139,36.6064
-6.8139,36.657
-6.8139,36.7077
-6.8139,36.7583
-6.8139,36.8089
-6.8139,36.8596
-6.8139,36.9102
-6.8139,36.9609
-6.8139,37.0115
-6.8139,37.0621
-6.8139,37.1128
-6.8139,37.1634
-6.8139,37.2141
-6.8139,37.2647
-6.8139,37.3154
-6.8139,37.366
-6.8139,37.4166
-6.8139,37.4673
-6.8139,37.5179
-6.8139,37.5686
-6.8139,37.6192
-6.8645,36.4545
-6.8645,36.5051
-6.8645,36.5557
-6.8645,36.6064
-6.8645,36.657
-6.8645,36.7077
-6.8645,36.7583
-6.8645,36.8089
-6.8645,36.8596
-6.8645,36.9102
-6.8645,36.9609
-6.8645,37.0115
-6.8645,37.0621
-6.8645,37.1128
-6.8645,37.1634
-6.8645,37.2141
-6.8645,37.2647
-6.8645,37.3154
-6.8645,37.366
-6.8645,37.4166
-6.8645,37.4673
-6.8645,37.5179
-6.8645,37.5686
-6.8645,37.6192
-6.915,36.5557
-6.915,36.6064
-6.915,36.657
-6.915,36.7077
-6.915,36.7583
-6.915,36.8089
-6.915,36.8596
-6.915,36.9102
-6.915,36.9609
-6.915,37.0115
-6.915,37.0621
-6.915,37.1128
-6.915,37.1634
-6.915,37.2141
-6.915,37.2647
-6.915,37.3154
-6.915,37.366
-6.915,37.4166
-6.915,37.4673
-6.915,37.5179
-6.915,37.5686
-6.9655,36.5557
-6.9655,36.6064
-6.9655,36.657
-6.9655,36.7077
-6.9655,36.7583
-6.9655,36.8089
-6.9655,36.8596
-6.9655,36.9102
-6.9655,36.9609
-6.9655,37.0115
-6.9655,37.0621
-6.9655,37.1128
-6.9655,37.1634
-6.9655,37.2141
-6.9655,37.2647
-6.9655,37.3154
-6.9655,37.366
-6.9655,37.4166
-6.9655,37.4673
-6.9655,37.5179
-7.0161,36.6064
-7.0161,36.657
-7.0161,36.7077
-7.0161,36.7583
-7.0161,36.8089
-7.0161,36.8596
-7.0161,36.9102
-7.0161,36.9609
-7.0161,37.0115
-7.0161,37.0621
-7.0161,37.1128
-7.0161,37.1634
-7.0161,37.2141
-7.0161,37.2647
-7.0161,37.3154
-7.0161,37.366
-7.0161,37.4166
-7.0161,37.4673
-7.0161,37.5179
-7.0666,36.657
-7.0666,36.7077
-7.0666,36.7583
-7.0666,36.8089
-7.0666,36.8596
-7.0666,36.9102
-7.0666,36.9609
-7.0666,37.0115
-7.0666,37.0621
-7.0666,37.1128
-7.0666,37.1634
-7.0666,37.2141
-7.0666,37.2647
-7.0666,37.3154
-7.0666,37.366
-7.0666,37.4166
-7.0666,37.4673
-7.0666,37.5179
-7.1171,36.657
-7.1171,36.7077
-7.1171,36.7583
-7.1171,36.8089
-7.1171,36.8596
-7.1171,36.9102
-7.1171,36.9609
-7.1171,37.0115
-7.1171,37.0621
-7.1171,37.1128
-7.1171,37.1634
-7.1171,37.2141
-7.1171,37.2647
-7.1171,37.3154
-7.1171,37.366
-7.1171,37.4166
-7.1171,37.4673
-7.1171,37.5179
-7.1677,36.7077
-7.1677,36.7583
-7.1677,36.8089
-7.1677,36.8596
-7.1677,36.9102
-7.1677,36.9609
-7.1677,37.0115
-7.1677,37.0621
-7.1677,37.1128
-7.1677,37.1634
-7.1677,37.2141
-7.1677,37.2647
-7.1677,37.3154
-7.1677,37.366
-7.1677,37.4166
-7.1677,37.4673
-7.2182,36.7077
-7.2182,36.7583
-7.2182,36.8089
-7.2182,36.8596
-7.2182,36.9102
-7.2182,36.9609
-7.2182,37.0115
-7.2182,37.0621
-7.2182,37.1128
-7.2182,37.1634
-7.2182,37.2141
-7.2182,37.2647
-7.2182,37.3154
-7.2182,37.366
-7.2182,37.4166
-7.2687,36.7583
-7.2687,36.8089
-7.2687,36.8596
-7.2687,36.9102
-7.2687,36.9609
-7.2687,37.0115
-7.2687,37.0621
-7.2687,37.1128
-7.2687,37.1634
-7.2687,37.2141
-7.2687,37.2647
-7.2687,37.3154
-7.2687,37.366
-7.2687,37.4166
-7.3193,36.9609
-7.3193,37.0115
-7.3193,37.0621
-7.3193,37.1128
-7.3193,37.1634
-7.3193,37.2141
-7.3193,37.2647
-7.3193,37.3154
-7.3193,37.366
-7.3698,36.9609
-7.3698,37.0115
-7.3698,37.0621
-7.3698,37.1128
-7.3698,37.1634
-7.3698,37.2141
-7.3698,37.2647
-7.3698,37.3154
-7.4203,37.0621
-7.4203,37.1128
-7.4203,37.1634
-7.4203,37.2141
-7.4203,37.2647
-7.4203,37.3154
-7.4709,37.0621
-7.4709,37.1128
